OBJECTID,NUEVOS_CASOS,TOTAL_CASOS,TOTAL_MUERTES,TOTAL_RECUPERADOS,FECHA_ACTUALIZACION,GlobalID,NUEVOS_MUERTOS,NUEVO_RECUPERADOS
1005,25966,3432422,89297,3193406,2021/06/01 05:00:00+00,8353547b-be6a-49dd-b42a-f7294d7802c7,523,23833
1006,27000,3459422,89808,3218620,2021/06/02 05:00:00+00,e45fe7f4-fe32-44e6-88f1-0027e2924f8e,511,25214
1007,28624,3488046,90353,3242060,2021/06/03 05:00:00+00,9e2e6900-25e0-4c60-8274-7b1dbb7e59f7,545,23440
1008,30000,3518046,90890,3267100,2021/06/04 05:00:00+00,aae8dea6-4b55-4adf-9fa2-058bbea5d641,537,25040
1009,28971,3547017,91422,3290596,2021/06/05 05:00:00+00,bb0e2aab-29b8-497c-86ce-ed37ad7151fd,532,23496
1010,24050,3571067,91961,3310737,2021/06/06 05:00:00+00,df964a15-5cc8-46b7-a878-cc6eb7906400,539,20141
1011,21949,3593016,92496,3340543,2021/06/07 05:00:00+00,2b56e95c-20e8-4e7e-b1bc-1699afe1b647,535,29806
1012,18586,3611602,92923,3365050,2021/06/08 05:00:00+00,c8ae7786-a0fe-45af-af16-35034387b96d,427,24507
1013,24233,3635835,93473,3385586,2021/06/09 05:00:00+00,53436bbb-2a34-4fbb-b647-ff9488a1c467,550,20536
1014,29302,3665137,94046,3409076,2021/06/10 05:00:00+00,9c3b1027-ed9a-4d26-a574-c2b4308d92d2,573,23490
1015,29570,3694707,94615,3435109,2021/06/11 05:00:00+00,065e28e1-d011-4b88-ba33-c6f96c068bf0,569,26033
1016,29998,3724705,95192,3457117,2021/06/12 05:00:00+00,1a40edc8-17f9-4e5b-88d3-3b5698875dfa,577,22008
1017,28519,3753224,95778,3477656,2021/06/13 05:00:00+00,25e4756c-a766-4bcc-96fd-b6df331e5940,586,20539
1018,24376,3777600,96366,3510709,2021/06/14 05:00:00+00,9eac542a-db48-4fc5-83b5-fbcbd26b7243,588,33053
1019,24452,3802052,96965,3539442,2021/06/15 05:00:00+00,77b2e213-ac0d-4651-bbbb-4c35293e45cd,599,28733
1020,27827,3829879,97560,3565158,2021/06/16 05:00:00+00,fc8c1d5e-dc29-4754-b8f8-fa901a7dae3b,595,25716
1021,29945,3859824,98156,3589895,2021/06/17 05:00:00+00,8f514e2e-6c0d-427c-8d12-27971bed3f4a,596,24737
1022,28790,3888614,98746,3616680,2021/06/18 05:00:00+00,80f6aedf-5fa0-41f8-8d66-326ef0bf087a,590,26785
1023,28734,3917348,99335,3644287,2021/06/19 05:00:00+00,59adf6ab-1b74-45a4-9f53-46b27a4c1ae0,589,27607
1024,27818,3945166,99934,3667161,2021/06/20 05:00:00+00,14a1cfb2-f3e1-48b8-b86d-8eac82e86acd,599,22874
1025,23239,3968405,100688,3685947,2021/06/21 05:00:00+00,e57981e8-b063-49bf-9324-bd3518c5fedb,754,18786
1026,28616,3997021,101302,3714962,2021/06/22 05:00:00+00,cdb3ffab-798e-42f7-9874-c5586e867b3b,614,29015
1027,29995,4027016,101947,3741459,2021/06/23 05:00:00+00,003a51bb-917c-4a92-85e3-29876e38af97,645,26497
1028,32997,4060013,102636,3769887,2021/06/24 05:00:00+00,307eee6a-a757-44df-b7a7-f76abaed985d,689,28428
1029,32733,4092746,103321,3800388,2021/06/25 05:00:00+00,2d33eddd-15ae-4982-9636-cda49592cfec,685,30501
1030,33594,4126340,104014,3829487,2021/06/26 05:00:00+00,a2ddee69-3cb5-4764-9fe8-027ff849abbf,693,29099
1031,32376,4158716,104678,3854457,2021/06/27 05:00:00+00,99394e6b-cbe9-41ab-bf76-55f2f5d06954,664,24970
1032,28478,4187194,105326,3880261,2021/06/28 05:00:00+00,76c416e4-9833-47fd-93d3-13590baeb265,648,25804
1033,25880,4213074,105934,3908310,2021/06/29 05:00:00+00,473fc5f7-b9a4-47ff-97a6-668b39301f8e,608,28049
1034,27908,4240982,106544,3936156,2021/06/30 05:00:00+00,8aa0167e-1ea8-411a-bb27-8f738ccda611,610,27846
1035,28315,4269297,107137,3964074,2021/07/01 05:00:00+00,9f861273-ecae-4fa2-ab0b-aa5449d05c3a,593,27918
1036,28005,4297302,107723,3993651,2021/07/02 05:00:00+00,7d590e16-c2ca-4928-a62c-4c209ab5f99a,586,29577
1037,26928,4324230,108314,4021254,2021/07/03 05:00:00+00,c4406327-5498-4971-b67b-25d4a0b41dec,591,27603
1038,26265,4350495,108896,4047147,2021/07/04 05:00:00+00,752bc7e5-ac8c-4c6a-bd8d-39014c0b4b9c,582,25893
1039,25336,4375831,109466,4076013,2021/07/05 05:00:00+00,a20ca415-0e07-4181-9fda-b468714a391d,570,28866
1040,26751,4402582,110019,4113917,2021/07/06 05:00:00+00,b5d00ffa-4aad-48bb-8054-3bc65ef73fd1,553,37904
1041,24229,4426811,110578,4142384,2021/07/07 05:00:00+00,4932b4cb-71b5-40d6-b837-c0782e3d7dc5,559,28467
1042,23275,4450086,111155,4172018,2021/07/08 05:00:00+00,2410e84e-ff8f-416b-8219-4e004d7dbc85,577,29634
1043,21536,4471622,111731,4199227,2021/07/09 05:00:00+00,eaeaae1d-03bb-4f7c-8774-0a9e3cce1c96,576,27209
1044,20915,4492537,112298,4228198,2021/07/10 05:00:00+00,76ddf79c-076e-4a2f-a4c6-a5eac1dae3b3,567,28971
1045,19423,4511960,112826,4254558,2021/07/11 05:00:00+00,28721d78-081c-4582-b3a9-abd0db65ba12,528,26360
1046,18650,4530610,113335,4276465,2021/07/12 05:00:00+00,7401ad43-05cf-4160-a906-c5f08577bdd0,509,21907
1047,17532,4548142,113839,4299931,2021/07/13 05:00:00+00,b01d419d-96e4-4b9b-bfff-8693e374e46d,504,23466
1048,17230,4565372,114337,4317436,2021/07/14 05:00:00+00,48270c8b-ff2a-4a78-ad04-9492fdcb9b4f,498,17505
1049,18070,4583442,114833,4335929,2021/07/15 05:00:00+00,33f8d689-e78d-4c10-a36a-88e0433a91d6,496,18493
1050,17893,4601335,115333,4353957,2021/07/16 05:00:00+00,75f4393a-b2c6-4813-b43b-7cd53d6e331d,500,18028
1051,19925,4621260,115831,4372434,2021/07/17 05:00:00+00,f04c619a-8b21-4e52-a40a-f9f8129eb8f8,498,18477
1052,18206,4639466,116307,4389277,2021/07/18 05:00:00+00,6ff87a59-e0bc-4c9e-999c-be6aa6dd5b43,476,16843
1053,16455,4655921,116753,4408026,2021/07/19 05:00:00+00,e1789ca6-1409-4250-9327-be6415632793,446,18749
1054,12829,4668750,117131,4422866,2021/07/20 05:00:00+00,f9b27eec-d836-4f75-9281-f3f4ec2e8a98,378,14840
1055,11244,4679994,117482,4435550,2021/07/21 05:00:00+00,67fff06b-cbfa-404a-b26c-a890b1fee912,351,12684
1056,12576,4692570,117836,4449027,2021/07/22 05:00:00+00,879d8ff1-4d18-49fe-91a6-fc6e2483377a,354,13477
1057,13164,4705734,118188,4462579,2021/07/23 05:00:00+00,3eedc45f-f71f-4555-9abe-038495aee1ad,352,13552
1058,11064,4716798,118538,4477155,2021/07/24 05:00:00+00,57ba718d-e55e-4c0e-a46b-4ad930a1b1e3,350,14576
1059,11048,4727846,118868,4487973,2021/07/25 05:00:00+00,4bbf078c-e932-473e-904a-265aa4ef96b7,330,10818
1060,8503,4736349,119182,4505112,2021/07/26 05:00:00+00,2bda46b0-b2b1-403e-ac8b-8092f1dbe0a4,314,17139
1061,11426,4747775,119482,4526917,2021/07/27 05:00:00+00,b76cfcd6-571a-4b10-bf8f-f8e6a9103cbc,300,21805
1062,9364,4757139,119801,4545346,2021/07/28 05:00:00+00,2e912275-3df1-4272-8b61-e8991f704b19,319,18429
1063,9690,4766829,120126,4557829,2021/07/29 05:00:00+00,3d05c7be-930c-4a6a-a702-da282f4683a0,325,12483
1064,9462,4776291,120432,4567701,2021/07/30 05:00:00+00,94249525-8d27-41fc-9371-86d3b8c58b83,306,9872
1065,9029,4785320,120723,4578519,2021/07/31 05:00:00+00,97828fa5-9538-4f2c-90f0-d914aa4ee53d,291,10818
1066,9094,4794414,120998,4587754,2021/08/01 05:00:00+00,9b6879be-451e-4263-af4a-437eec9047ab,275,9235
1067,6636,4801050,121216,4598176,2021/08/02 05:00:00+00,b9c1a0a4-b403-4f21-a9e9-19951d32dbbe,218,10422
1068,6929,4807979,121484,4606140,2021/08/03 05:00:00+00,42ad2829-e34d-41dd-9d8b-1be8cefdca48,268,7964
1069,7084,4815063,121695,4615354,2021/08/04 05:00:00+00,0c0ce4e8-dd4f-4e7b-96d4-2d5595221da0,211,9214
1070,6540,4821603,121899,4624669,2021/08/05 05:00:00+00,b4f27c0f-f51e-4e2e-861d-d0b7b648940e,204,9315
1071,6980,4828583,122087,4632801,2021/08/06 05:00:00+00,fcf6726b-ef2a-4ab2-9903-e61765fc4d88,188,8132
1072,6051,4834634,122277,4643087,2021/08/07 05:00:00+00,30e4134f-e2fa-42c1-9d74-21ad76d983b7,190,10286
1073,4350,4838984,122458,4649453,2021/08/08 05:00:00+00,75c27e6f-6345-4bd5-8336-4b5d1a929228,181,6366
1074,4023,4843007,122601,4656709,2021/08/09 05:00:00+00,ab370fee-c6a5-4f97-bb08-8b845f493237,143,7256
1075,3948,4846955,122768,4662658,2021/08/10 05:00:00+00,a2a99ea2-b748-4650-88db-9b70f9fb0344,167,5949
1076,5368,4852323,122953,4668790,2021/08/11 05:00:00+00,07c858f2-4968-42eb-a00f-67780645d49c,185,6132
1077,4272,4856595,123097,4675215,2021/08/12 05:00:00+00,fdac5d1e-ec19-4166-a119-24313b925235,144,6425
1078,4027,4860622,123221,4681231,2021/08/13 05:00:00+00,0beee7de-6c9b-463c-a54e-7aee204267d6,124,6016
1079,4007,4864629,123356,4685895,2021/08/14 05:00:00+00,b2d878f3-6877-4431-98bf-bace57762876,135,4664
1080,3132,4867761,123459,4690855,2021/08/15 05:00:00+00,5988fee0-61d5-4038-914b-b2069c348c40,103,4960
1081,3161,4870922,123580,4694808,2021/08/16 05:00:00+00,c3331ea0-e51b-48f2-aaa5-e20b917c4cf5,121,3953
1082,3247,4874169,123688,4698770,2021/08/17 05:00:00+00,e3a79328-e2db-4f53-833a-5781a571df69,108,3962
1083,3154,4877323,123781,4702478,2021/08/18 05:00:00+00,9cb80d2d-42ac-4e53-b532-4163627ab62d,93,3708
1084,3193,4880516,123901,4706978,2021/08/19 05:00:00+00,23c2bc80-f2b8-43df-8d0c-2ecaac64f0c4,120,4500
1085,3416,4883932,124023,4710952,2021/08/20 05:00:00+00,bdd5fbfc-eef1-41a5-afec-48bb03a07eaa,122,3974
1086,2965,4886897,124121,4715218,2021/08/21 05:00:00+00,0f425617-0776-40f3-983a-3c50d2149de3,98,4266
1087,2640,4889537,124216,4718500,2021/08/22 05:00:00+00,d634cb77-fe10-4377-9fdb-8ba3f2c1e45b,95,3282
1088,2698,4892235,124315,4721710,2021/08/23 05:00:00+00,888cee82-d9b5-495f-b108-b21b148fcd1d,99,3210
1089,2467,4894702,124388,4725018,2021/08/24 05:00:00+00,7943d498-5a7a-42c9-8f50-299429d2039f,73,3308
1090,2448,4897150,124474,4727307,2021/08/25 05:00:00+00,b31168e8-f80f-42a3-b3e8-c00b4823010c,86,2289
1091,1935,4899085,124567,4729909,2021/08/26 05:00:00+00,4c5d96ac-c461-426d-bd7a-71f42bacf3c6,93,2602
1092,2078,4901163,124648,4731933,2021/08/27 05:00:00+00,c49d415c-4ab1-4a15-a6a5-a55a40251a76,81,2024
1093,2141,4903304,124743,4734162,2021/08/28 05:00:00+00,0346ef89-ec2e-426f-8d09-74ddcb101c0e,95,2229
1094,1954,4905258,124811,4736032,2021/08/29 05:00:00+00,6aff8dc1-19ce-4714-8d56-87d280185210,68,1870
1095,2006,4907264,124883,4737467,2021/08/30 05:00:00+00,87f69cd3-83f3-463c-bf87-8753f7c8d151,72,1435
1096,1822,4909086,124945,4738885,2021/08/31 05:00:00+00,c7825465-bc7c-4355-8bee-cacbd7ac8332,62,1418
1097,1996,4911082,125016,4740709,2021/09/01 05:00:00+00,a7b11476-4a53-42ee-8bc2-90b4de6e377d,71,1824
1098,1949,4913031,125097,4742640,2021/09/02 05:00:00+00,b12956e3-733e-433f-9e29-494942bf2390,81,1931
1100,1850,4914881,125158,4744394,2021/09/03 05:00:00+00,2ddbb62f-aae8-4c01-a4c5-dd4091d72acb,61,1754
1101,2099,4916980,125230,4746546,2021/09/04 05:00:00+00,19029051-c1bd-42a2-8578-adba69d0f8e3,72,2152
1102,1669,4918649,125278,4750020,2021/09/05 05:00:00+00,1397c0ae-f515-4780-b067-0ccc0e54a4b1,48,3474
1103,1124,4919773,125331,4754655,2021/09/06 05:00:00+00,90a69223-2734-4deb-9ac0-891e2f2dbe22,53,4635
1104,1637,4921410,125378,4756976,2021/09/07 05:00:00+00,590bf4f4-db64-49d2-a997-b427ae27d1a2,47,2321
1105,1787,4923197,125427,4758983,2021/09/08 05:00:00+00,554cfcdc-9a6c-4a4c-82dc-958aef1447de,49,2007
1106,1803,4925000,125480,4761373,2021/09/09 05:00:00+00,452c7c80-2aee-484d-83e9-41f8ae6bd2df,53,2390
1107,1772,4926772,125529,4763695,2021/09/10 05:00:00+00,a17d578e-818b-4905-94f5-fb2a822ef5f2,49,2322
1108,1806,4928578,125592,4765975,2021/09/11 05:00:00+00,7b4c3f27-ba2d-49a0-905b-218c71ab6e71,63,2280
1109,1671,4930249,125647,4767574,2021/09/12 05:00:00+00,b60d2a83-59f1-4621-909e-d18bb82156c1,55,1599
1110,1314,4931563,125687,4769617,2021/09/13 05:00:00+00,45de59ec-6edb-4967-ad91-188a87b759b9,40,2043
1111,1435,4932998,125713,4771125,2021/09/14 05:00:00+00,1419f552-1ff9-4b61-aace-f02ee3db7dd0,26,1508
1112,1570,4934568,125753,4772899,2021/09/15 05:00:00+00,66aa5b99-ca6c-4aea-b0cf-3b2ced41ff77,40,1774
1113,1484,4936052,125782,4774661,2021/09/16 05:00:00+00,5b361c94-6fab-4a8c-8f92-49f76b60bc2b,29,1762
1114,1544,4937596,125826,4776169,2021/09/17 05:00:00+00,1684a911-084e-4c1d-b7e3-12c4f3300d05,44,1508
1115,1655,4939251,125860,4777796,2021/09/18 05:00:00+00,36b5c1d6-9822-4321-8851-b39592ed8f37,34,1627
1116,1813,4941064,125895,4779552,2021/09/19 05:00:00+00,c3c7449b-0818-42f4-8de8-fa3adf25684c,35,1756
